"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","evidence_codes","intersection","direction"
"1","query_1","TRUE","9.33230643210116e-05","6","17","3","0.176470588235294","0.5","CORUM:310","CORUM","Cell cycle kinase complex CDC2","3627","185","CORUM:0000000","CORUM,CORUM,CORUM","9133,891,983","upregulated"
"2","query_1","TRUE","0.00130768375793174","13","17","3","0.176470588235294","0.230769230769231","CORUM:1005","CORUM","RC complex during G2/M-phase of cell cycle","3627","541","CORUM:0000000","CORUM,CORUM,CORUM","891,983,890","upregulated"
"3","query_1","TRUE","6.33745260745004e-23","906","53","29","0.547169811320755","0.0320088300220751","GO:0000278","GO:BP","mitotic cell cycle","21100","118","GO:0007049","TAS,IMP,IGI IBA TAS,IMP IBA NAS,IBA,IDA IBA,IDA IMP IBA,IMP,IGI,IBA TAS,IDA IBA,IDA ISS IBA TAS IEA,IMP IBA TAS IEA,IMP IGI IBA IEA,IBA NAS,IDA IBA,NAS,IBA TAS IEA,IEA,IBA TAS IEA,IDA IBA,IBA,TAS,IBA TAS IEA,IDA IMP ISS IBA TAS IEA,IMP,IMP IEA,ISS IEA,IMP TAS","1033,6347,995,1063,9133,4288,891,11004,26586,9055,146909,22974,983,55165,9787,84722,55872,699,991,7272,890,899,9833,6790,9212,9928,10112,79733,3835","upregulated"
"4","query_1","TRUE","1.75926205931516e-22","646","53","26","0.490566037735849","0.0402476780185759","GO:0051301","GO:BP","cell division","21100","15744","GO:0009987","IEA,IEA,IEA,IEA,IEA,IEA,IGI,IDA IEA,IDA IEA,IEA,IEA,IMP IGI IBA IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IBA IEA,IDA IMP ISS IBA TAS IEA,IMP IEA,IDA IMP IEA,ISS IEA,IEA","995,1063,9133,891,11004,55320,26586,9055,146909,22974,983,55165,7153,84722,699,991,57082,890,899,259266,6790,9212,9928,10112,79733,54821","upregulated"
"5","query_1","TRUE","3.4015277379195e-22","755","53","27","0.509433962264151","0.0357615894039735","GO:1903047","GO:BP","mitotic cell cycle process","21100","26160","c(""GO:0000278"", ""GO:0022402"")","TAS,IMP,IGI IBA TAS,IMP IBA NAS,IBA,IDA IBA,IDA IMP IBA,IMP,IGI,IBA TAS,IBA,IDA ISS IBA IEA,IMP IBA TAS IEA,IMP IGI IBA IEA,IBA NAS,IDA IBA,IBA TAS IEA,IEA,IBA TAS IEA,IDA IBA,IBA,TAS,IBA TAS IEA,IDA IMP ISS IBA TAS IEA,IMP,IMP IEA,IMP","1033,6347,995,1063,9133,4288,891,11004,26586,9055,146909,22974,983,55165,9787,84722,699,991,7272,890,899,9833,6790,9212,9928,10112,3835","upregulated"
"6","query_1","TRUE","4.69180805141612e-17","454","53","20","0.377358490566038","0.0440528634361234","GO:0000280","GO:BP","nuclear division","21100","120","GO:0048285","TAS,NAS,IEA,IDA IBA,IMP IBA,IMP,IBA TAS,IBA,IDA IBA IEA,IBA IEA,NAS,IDA IBA,IBA TAS IEA,IEA,IBA TAS IEA,IEA,TAS IEA,IDA IMP TAS IEA,IMP,IMP","995,1063,9133,4288,891,11004,9055,146909,22974,7153,9787,84722,699,991,7272,259266,6790,9212,9928,3835","upregulated"
"7","query_1","TRUE","3.13638669015688e-16","500","53","20","0.377358490566038","0.04","GO:0048285","GO:BP","organelle fission","21100","14662","GO:0006996","TAS,NAS,IEA,IDA IBA,IMP IBA,IMP,IBA TAS,IBA,IDA IBA IEA,IBA IEA,NAS,IDA IBA,IBA TAS IEA,IEA,IBA TAS IEA,IEA,IMP TAS IEA,IDA IMP TAS IEA,IMP,IMP","995,1063,9133,4288,891,11004,9055,146909,22974,7153,9787,84722,699,991,7272,259266,6790,9212,9928,3835","upregulated"
"8","query_1","TRUE","8.10770247478809e-16","301","53","17","0.320754716981132","0.0564784053156146","GO:0140014","GO:BP","mitotic nuclear division","21100","22948","c(""GO:0000280"", ""GO:1903047"")","TAS,NAS,IDA IBA,IMP IBA,IMP,IBA TAS,IBA,IDA IBA IEA,NAS,IDA IBA,IBA TAS IEA,IEA,IBA TAS IEA,TAS IEA,IDA IMP TAS IEA,IMP,IMP","995,1063,4288,891,11004,9055,146909,22974,9787,84722,699,991,7272,6790,9212,9928,3835","upregulated"
"9","query_1","TRUE","8.91495663401474e-14","202","53","14","0.264150943396226","0.0693069306930693","GO:0000819","GO:BP","sister chromatid segregation","21100","304","c(""GO:0051276"", ""GO:0098813"")","NAS,IMP IBA,IMP,IBA TAS,IBA,IBA,NAS,IDA IBA,IDA IBA TAS IEA,IEA,IBA TAS IEA,IDA IMP TAS IEA,IMP,IMP","1063,891,11004,9055,146909,7153,9787,84722,699,991,7272,9212,9928,3835","upregulated"
"10","query_1","TRUE","2.25790648442848e-13","344","53","16","0.30188679245283","0.0465116279069767","GO:0007059","GO:BP","chromosome segregation","21100","2972","GO:0009987","IDA IMP IBA NAS,IDA IBA,IMP IBA,IMP IEA,IBA TAS,IBA,IMP IBA IEA,IBA NAS,IDA IBA,IDA IMP IBA TAS IEA,IEA,IBA TAS IEA,IDA IBA IEA,IDA IMP TAS IEA,IMP,IMP","1063,4288,891,11004,9055,146909,7153,9787,84722,699,991,7272,57082,9212,9928,3835","upregulated"
"11","query_1","TRUE","3.51341804417387e-13","284","53","15","0.283018867924528","0.0528169014084507","GO:0098813","GO:BP","nuclear chromosome segregation","21100","22109","c(""GO:0007059"", ""GO:0022402"")","IDA IBA NAS,IMP IBA,IMP,IBA TAS,IBA,IBA,NAS,IDA IBA,IDA IBA TAS IEA,IEA,IBA TAS IEA,IDA IBA IEA,IDA IMP TAS IEA,IMP,IMP","1063,891,11004,9055,146909,7153,9787,84722,699,991,7272,57082,9212,9928,3835","upregulated"
