"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","evidence_codes","intersection","direction"
"1","query_1","TRUE","2.0793832505422e-15","325","468","36","0.0769230769230769","0.110769230769231","GO:0008202","GO:BP","steroid metabolic process","27543","3543","c(""GO:0006629"", ""GO:1901360"")","IMP TAS,IDA IBA IEA,IDA ISO IBA IEA,ISS ISO IEA,IBA,IMP ISS ISO IEA,IBA IEA,IDA ISS ISO IBA TAS IEA,IBA IEA,IDA ISO IEA,IMP ISO IBA IEA,IBA,ISO IBA IEA,IMP IGI ISO IBA IEA,ISS ISO IEA,IDA ISS ISO IBA IEA,ISO IBA IEA,ISO IEA,IBA,ISO,ISO,IMP IBA IEA,IBA IEA,IBA IEA,ISO,ISS ISO,ISO,IBA IEA,IBA,ISO,IBA IEA,IDA IMP ISO IBA IEA,IDA ISS ISO IEA,ISO,ISO,ISO IBA IEA","ENSMUSG00000002588,ENSMUSG00000021210,ENSMUSG00000022589,ENSMUSG00000025396,ENSMUSG00000025955,ENSMUSG00000027048,ENSMUSG00000027871,ENSMUSG00000028240,ENSMUSG00000029630,ENSMUSG00000030378,ENSMUSG00000030382,ENSMUSG00000032079,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000032310,ENSMUSG00000032323,ENSMUSG00000033122,ENSMUSG00000035836,ENSMUSG00000038656,ENSMUSG00000040134,ENSMUSG00000040660,ENSMUSG00000047631,ENSMUSG00000054417,ENSMUSG00000056035,ENSMUSG00000056973,ENSMUSG00000057074,ENSMUSG00000057400,ENSMUSG00000061292,ENSMUSG00000062432,ENSMUSG00000074375,ENSMUSG00000075551,ENSMUSG00000075604,ENSMUSG00000078798,ENSMUSG00000078799,ENSMUSG00000078964,ENSMUSG00000095143","downregulated"
"2","query_1","TRUE","1.84121300177296e-14","178","468","27","0.0576923076923077","0.151685393258427","GO:0120254","GO:BP","olefinic compound metabolic process","27543","22899","GO:0071704","IDA IBA IEA,IBA,IDA ISO IBA,ISO IBA,IDA IBA,IBA IEA,IBA,IMP,ISS ISO IEA,IBA,IEA,IEA,IBA,IDA IBA IEA,IDA IBA,IEA,IEA,IBA,IBA,IBA,IDA IBA,IBA,IBA,ISO IBA,IBA,IBA,ISO","ENSMUSG00000003053,ENSMUSG00000021210,ENSMUSG00000022589,ENSMUSG00000024292,ENSMUSG00000025002,ENSMUSG00000025004,ENSMUSG00000025955,ENSMUSG00000028749,ENSMUSG00000032310,ENSMUSG00000032323,ENSMUSG00000033122,ENSMUSG00000040134,ENSMUSG00000040660,ENSMUSG00000042248,ENSMUSG00000054827,ENSMUSG00000055730,ENSMUSG00000056973,ENSMUSG00000060407,ENSMUSG00000060613,ENSMUSG00000062624,ENSMUSG00000067225,ENSMUSG00000074254,ENSMUSG00000074882,ENSMUSG00000075604,ENSMUSG00000091867,ENSMUSG00000094806,ENSMUSG00000095143","downregulated"
"3","query_1","TRUE","5.27243390239612e-13","122","468","22","0.047008547008547","0.180327868852459","GO:0006805","GO:BP","xenobiotic metabolic process","27543","2761","c(""GO:0044237"", ""GO:0071466"")","IBA,IBA,IBA,ISO,ISS ISO IEA,ISO,IMP ISO IEA,ISO IEA,ISO IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA,ISO,IBA,ISO,ISO,IBA,IBA","ENSMUSG00000003053,ENSMUSG00000025002,ENSMUSG00000025004,ENSMUSG00000026691,ENSMUSG00000027048,ENSMUSG00000030378,ENSMUSG00000032310,ENSMUSG00000035836,ENSMUSG00000040660,ENSMUSG00000042248,ENSMUSG00000054827,ENSMUSG00000060407,ENSMUSG00000060613,ENSMUSG00000062624,ENSMUSG00000067225,ENSMUSG00000074254,ENSMUSG00000074375,ENSMUSG00000074882,ENSMUSG00000078798,ENSMUSG00000078799,ENSMUSG00000091867,ENSMUSG00000094806","downregulated"
"4","query_1","TRUE","2.34283502783567e-12","982","468","57","0.121794871794872","0.0580448065173116","GO:0006082","GO:BP","organic acid metabolic process","27543","2114","c(""GO:0044237"", ""GO:0044281"", ""GO:0071704"")","IDA ISO IEA,ISO IEA,IDA IBA IEA,IMP,IBA,ISS ISO,ISO IBA,IDA ISO IBA,IBA IEA,IBA,ISO IBA IEA,IMP ISS ISO IBA IEA,IMP ISS ISO IEA,ISS ISO IBA IEA,ISS ISO IBA IEA,IEA,IDA ISO IBA IEA,ISS ISO IBA TAS IEA,IMP,ISS ISO IBA IEA,ISO IBA IEA,IDA ISO IEA,IMP ISO IBA TAS IEA,ISO IBA IEA,ISO IBA IEA,ISO IBA IEA,IBA,ISO IEA,IEA,ISO IEA,ISS ISO IEA,IBA,IDA IBA IEA,ISO IEA,IDA IBA,ISO,IDA ISO,ISS ISO,ISO,IBA,IBA,IEA,ISO IEA,IBA,IDA IBA,IBA,ISO,IDA ISO IEA,IBA,IDA IEA,ISO,ISO,ISO,ISO,IBA,IBA,ISO","ENSMUSG00000001670,ENSMUSG00000002588,ENSMUSG00000003053,ENSMUSG00000006574,ENSMUSG00000021210,ENSMUSG00000022304,ENSMUSG00000024292,ENSMUSG00000025002,ENSMUSG00000025004,ENSMUSG00000025955,ENSMUSG00000025991,ENSMUSG00000026272,ENSMUSG00000027048,ENSMUSG00000027261,ENSMUSG00000028011,ENSMUSG00000028148,ENSMUSG00000028186,ENSMUSG00000028240,ENSMUSG00000028749,ENSMUSG00000029445,ENSMUSG00000029597,ENSMUSG00000030378,ENSMUSG00000030382,ENSMUSG00000031173,ENSMUSG00000032079,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000032310,ENSMUSG00000034785,ENSMUSG00000035836,ENSMUSG00000037798,ENSMUSG00000040660,ENSMUSG00000042248,ENSMUSG00000054422,ENSMUSG00000054827,ENSMUSG00000055730,ENSMUSG00000056973,ENSMUSG00000057074,ENSMUSG00000057400,ENSMUSG00000060407,ENSMUSG00000060613,ENSMUSG00000061099,ENSMUSG00000062432,ENSMUSG00000062624,ENSMUSG00000067225,ENSMUSG00000074254,ENSMUSG00000074375,ENSMUSG00000074768,ENSMUSG00000074882,ENSMUSG00000075543,ENSMUSG00000078798,ENSMUSG00000078799,ENSMUSG00000078964,ENSMUSG00000091813,ENSMUSG00000091867,ENSMUSG00000094806,ENSMUSG00000109350","downregulated"
"5","query_1","TRUE","2.85882559937585e-12","198","468","26","0.0555555555555556","0.131313131313131","GO:0071466","GO:BP","cellular response to xenobiotic stimulus","27543","19487","c(""GO:0009410"", ""GO:0070887"")","IBA,IDA,IEA,IBA,IBA,ISO,ISS ISO IEA,ISO,IMP ISO IEA,ISO IEA,IEA,ISO IBA,IBA,IBA,IEA,IBA,IBA,IBA,IBA,IBA,ISO,IBA,ISO,ISO,IBA,IBA","ENSMUSG00000003053,ENSMUSG00000004038,ENSMUSG00000021135,ENSMUSG00000025002,ENSMUSG00000025004,ENSMUSG00000026691,ENSMUSG00000027048,ENSMUSG00000030378,ENSMUSG00000032310,ENSMUSG00000035836,ENSMUSG00000039672,ENSMUSG00000040660,ENSMUSG00000042248,ENSMUSG00000054827,ENSMUSG00000058975,ENSMUSG00000060407,ENSMUSG00000060613,ENSMUSG00000062624,ENSMUSG00000067225,ENSMUSG00000074254,ENSMUSG00000074375,ENSMUSG00000074882,ENSMUSG00000078798,ENSMUSG00000078799,ENSMUSG00000091867,ENSMUSG00000094806","downregulated"
"6","query_1","TRUE","9.12188038235354e-12","155","468","23","0.0491452991452991","0.148387096774194","GO:1902652","GO:BP","secondary alcohol metabolic process","27543","25812","GO:0006066","IMP TAS,IBA,IDA ISS ISO IEA,IEA,ISO,IBA,ISO IBA IEA,IMP IGI ISO IBA IEA,IEA,ISS ISO IBA IEA,IMP IBA IEA,IEA,IEA,ISO,ISS ISO,ISO,IEA,ISO,IEA,IBA,ISS ISO,ISO,ISO","ENSMUSG00000002588,ENSMUSG00000022589,ENSMUSG00000028240,ENSMUSG00000029630,ENSMUSG00000030378,ENSMUSG00000032079,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000032310,ENSMUSG00000032323,ENSMUSG00000047631,ENSMUSG00000054417,ENSMUSG00000056035,ENSMUSG00000056973,ENSMUSG00000057074,ENSMUSG00000057400,ENSMUSG00000061292,ENSMUSG00000074375,ENSMUSG00000075551,ENSMUSG00000075604,ENSMUSG00000078798,ENSMUSG00000078799,ENSMUSG00000078964","downregulated"
"7","query_1","TRUE","1.10726862136039e-11","955","468","55","0.117521367521368","0.0575916230366492","GO:0043436","GO:BP","oxoacid metabolic process","27543","12315","GO:0006082","IDA ISO IEA,ISO IEA,IDA IBA IEA,IMP,IBA,ISS ISO,ISO IBA,IDA ISO IBA,IBA IEA,IBA,ISO IBA IEA,IMP ISS ISO IBA IEA,IMP ISS ISO IEA,ISS ISO IBA IEA,ISS ISO IBA IEA,IEA,ISS ISO IBA TAS IEA,IMP,ISS ISO IBA IEA,ISO IBA IEA,IDA ISO IEA,IMP ISO IBA TAS IEA,ISO IBA IEA,ISO IBA IEA,ISO IBA IEA,IBA,ISO IEA,IEA,ISO IEA,ISS ISO IEA,IBA,IDA IBA IEA,ISO IEA,IDA IBA,ISO,IDA ISO,ISS ISO,ISO,IBA,IBA,IEA,ISO IEA,IBA,IDA IBA,IBA,ISO,IDA ISO IEA,IBA,ISO,ISO,ISO,ISO,IBA,IBA,ISO","ENSMUSG00000001670,ENSMUSG00000002588,ENSMUSG00000003053,ENSMUSG00000006574,ENSMUSG00000021210,ENSMUSG00000022304,ENSMUSG00000024292,ENSMUSG00000025002,ENSMUSG00000025004,ENSMUSG00000025955,ENSMUSG00000025991,ENSMUSG00000026272,ENSMUSG00000027048,ENSMUSG00000027261,ENSMUSG00000028011,ENSMUSG00000028148,ENSMUSG00000028240,ENSMUSG00000028749,ENSMUSG00000029445,ENSMUSG00000029597,ENSMUSG00000030378,ENSMUSG00000030382,ENSMUSG00000031173,ENSMUSG00000032079,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000032310,ENSMUSG00000034785,ENSMUSG00000035836,ENSMUSG00000037798,ENSMUSG00000040660,ENSMUSG00000042248,ENSMUSG00000054422,ENSMUSG00000054827,ENSMUSG00000055730,ENSMUSG00000056973,ENSMUSG00000057074,ENSMUSG00000057400,ENSMUSG00000060407,ENSMUSG00000060613,ENSMUSG00000061099,ENSMUSG00000062432,ENSMUSG00000062624,ENSMUSG00000067225,ENSMUSG00000074254,ENSMUSG00000074375,ENSMUSG00000074768,ENSMUSG00000074882,ENSMUSG00000078798,ENSMUSG00000078799,ENSMUSG00000078964,ENSMUSG00000091813,ENSMUSG00000091867,ENSMUSG00000094806,ENSMUSG00000109350","downregulated"
"8","query_1","TRUE","2.10651747319357e-11","34","468","13","0.0277777777777778","0.382352941176471","GO:0019373","GO:BP","epoxygenase P450 pathway","27543","6613","GO:0019369","IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA","ENSMUSG00000003053,ENSMUSG00000025002,ENSMUSG00000025004,ENSMUSG00000040660,ENSMUSG00000042248,ENSMUSG00000054827,ENSMUSG00000060407,ENSMUSG00000060613,ENSMUSG00000062624,ENSMUSG00000067225,ENSMUSG00000074254,ENSMUSG00000074882,ENSMUSG00000091867","downregulated"
"9","query_1","TRUE","3.5245089223965e-11","76","468","17","0.0363247863247863","0.223684210526316","GO:0019369","GO:BP","arachidonic acid metabolic process","27543","6609","c(""GO:0001676"", ""GO:0006690"", ""GO:0033559"", ""GO:0120254"")","IDA IBA IEA,ISO IBA,IDA IBA,IBA IEA,IMP,IEA,IBA,IDA IBA IEA,IDA IBA,IBA,IBA,IBA,IDA IBA,IBA,IBA,IBA,IBA","ENSMUSG00000003053,ENSMUSG00000024292,ENSMUSG00000025002,ENSMUSG00000025004,ENSMUSG00000028749,ENSMUSG00000032310,ENSMUSG00000040660,ENSMUSG00000042248,ENSMUSG00000054827,ENSMUSG00000060407,ENSMUSG00000060613,ENSMUSG00000062624,ENSMUSG00000067225,ENSMUSG00000074254,ENSMUSG00000074882,ENSMUSG00000091867,ENSMUSG00000094806","downregulated"
"10","query_1","TRUE","2.47885963650769e-10","145","468","21","0.0448717948717949","0.144827586206897","GO:0033559","GO:BP","unsaturated fatty acid metabolic process","27543","9520","GO:0006631","IDA IBA IEA,IBA,ISO IBA,IDA IBA,IBA IEA,IBA,IMP,IEA,IBA,IDA IBA IEA,IDA IBA,ISO,IBA,IBA,IBA,IDA IBA,IBA,IBA,ISO,IBA,IBA","ENSMUSG00000003053,ENSMUSG00000021210,ENSMUSG00000024292,ENSMUSG00000025002,ENSMUSG00000025004,ENSMUSG00000025955,ENSMUSG00000028749,ENSMUSG00000032310,ENSMUSG00000040660,ENSMUSG00000042248,ENSMUSG00000054827,ENSMUSG00000055730,ENSMUSG00000060407,ENSMUSG00000060613,ENSMUSG00000062624,ENSMUSG00000067225,ENSMUSG00000074254,ENSMUSG00000074882,ENSMUSG00000091813,ENSMUSG00000091867,ENSMUSG00000094806","downregulated"
