"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","evidence_codes","intersection","direction"
"1","query_1","TRUE","0.00610761858372306","63","13","3","0.230769230769231","0.0476190476190476","GO:0031638","GO:BP","zymogen activation","21100","8402","GO:0016485","IBA,IBA,IBA","354,3816,3817","downregulated"
"2","query_1","TRUE","0.00842036447645913","8","13","2","0.153846153846154","0.25","GO:0009804","GO:BP","coumarin metabolic process","21100","4143","c(""GO:0009698"", ""GO:0046483"")","IDA IBA TAS,IBA TAS","1548,1553","downregulated"
"3","query_1","TRUE","0.00842036447645913","8","13","2","0.153846153846154","0.25","GO:0009698","GO:BP","phenylpropanoid metabolic process","21100","4051","c(""GO:0006725"", ""GO:0019748"", ""GO:1901360"")","IDA IBA TAS,IBA TAS","1548,1553","downregulated"
"4","query_1","TRUE","0.0231029977439705","98","13","3","0.230769230769231","0.0306122448979592","GO:0003073","GO:BP","regulation of systemic arterial blood pressure","21100","1649","GO:0008217","IBA,IBA,IBA","354,3816,3817","downregulated"
"5","query_1","TRUE","0.0058536201809879","17","13","2","0.153846153846154","0.117647058823529","GO:0008392","GO:MF","arachidonic acid epoxygenase activity","20183","2124","GO:0008391","IBA,IBA","1548,1553","downregulated"
"6","query_1","TRUE","0.00902554935644303","21","13","2","0.153846153846154","0.0952380952380952","GO:0008391","GO:MF","arachidonic acid monooxygenase activity","20183","2123","c(""GO:0004497"", ""GO:0016705"")","IBA,IBA","1548,1553","downregulated"
"7","query_1","TRUE","0.0211098971588733","180","13","3","0.230769230769231","0.0166666666666667","GO:0004252","GO:MF","serine-type endopeptidase activity","20183","896","c(""GO:0004175"", ""GO:0008236"")","IMP TAS IEA,TAS NAS IEA,IDA TAS IEA","354,3816,3817","downregulated"
"8","query_1","TRUE","0.0279520951666762","198","13","3","0.230769230769231","0.0151515151515152","GO:0008236","GO:MF","serine-type peptidase activity","20183","2049","c(""GO:0008233"", ""GO:0017171"")","IMP TAS IEA,TAS NAS IEA,IDA TAS IEA","354,3816,3817","downregulated"
"9","query_1","TRUE","0.0284579540070507","37","13","2","0.153846153846154","0.0540540540540541","GO:0008395","GO:MF","steroid hydroxylase activity","20183","2125","GO:0004497","IBA,IBA","1548,1553","downregulated"
"10","query_1","TRUE","0.0296453588371245","202","13","3","0.230769230769231","0.0148514851485149","GO:0017171","GO:MF","serine hydrolase activity","20183","4010","GO:0016787","IMP TAS IEA,TAS NAS IEA,IDA TAS IEA","354,3816,3817","downregulated"
"11","query_1","TRUE","0.0332928263080287","40","13","2","0.153846153846154","0.05","GO:0016712","GO:MF","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","20183","3685","c(""GO:0004497"", ""GO:0016705"")","IBA IEA,IBA IEA","1548,1553","downregulated"
"12","query_1","TRUE","0.0186575135469157","22","10","2","0.2","0.0909090909090909","KEGG:04614","KEGG","Renin-angiotensin system","7559","307","KEGG:00000","KEGG,KEGG","3816,3817","downregulated"
"13","query_1","TRUE","0.00142843006451024","11","9","2","0.222222222222222","0.181818181818182","REAC:R-HSA-211999","REAC","CYP2E1 reactions","10770","282","REAC:R-HSA-211981","REAC,REAC","1548,1553","downregulated"
"14","query_1","TRUE","0.00499643885239446","124","9","3","0.333333333333333","0.0241935483870968","REAC:R-HSA-381426","REAC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","10770","1866","REAC:R-HSA-392499","REAC,REAC,REAC","354,3816,3817","downregulated"
"15","query_1","TRUE","0.00653668010639138","23","9","2","0.222222222222222","0.0869565217391304","REAC:R-HSA-211981","REAC","Xenobiotics","10770","2508","REAC:R-HSA-211897","REAC,REAC","1548,1553","downregulated"
"16","query_1","TRUE","0.0466773873556226","73","13","3","0.230769230769231","0.0410958904109589","TF:M12079","TF","Factor: ZNF771; motif: NRCGCTAACCAYTRN","19958","11262","TF:M00000","TF,TF,TF","54541,1548,1553","downregulated"
