"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","evidence_codes","intersection","direction"
"1","query_1","TRUE","1.25206501419198e-08","12","168","6","0.0357142857142857","0.5","GO:0000940","GO:CC","outer kinetochore","27145","148","c(""GO:0000776"", ""GO:0032991"")","ISS ISO IBA IEA,ISO IEA,ISO,ISO IEA,IDA ISO IEA,ISO IEA","ENSMUSG00000021965,ENSMUSG00000024056,ENSMUSG00000026605,ENSMUSG00000030867,ENSMUSG00000040084,ENSMUSG00000041431","upregulated"
"2","query_1","TRUE","8.83297122157183e-06","11","165","5","0.0303030303030303","0.454545454545455","GO:0051231","GO:BP","spindle elongation","27350","15670","c(""GO:0007017"", ""GO:0007051"", ""GO:0022402"", ""GO:0098813"")","IC,ISS ISO IC IEA,ISS ISO IEA,ISS IEA,IBA","ENSMUSG00000017716,ENSMUSG00000020897,ENSMUSG00000023015,ENSMUSG00000034311,ENSMUSG00000038943","upregulated"
"3","query_1","TRUE","2.43669310704846e-05","13","165","5","0.0303030303030303","0.384615384615385","GO:0051255","GO:BP","spindle midzone assembly","27350","15690","c(""GO:0007017"", ""GO:0022402"", ""GO:0022607"", ""GO:0051225"")","IC,ISS ISO IC IEA,ISS ISO IEA,ISS IEA,IBA","ENSMUSG00000017716,ENSMUSG00000020897,ENSMUSG00000023015,ENSMUSG00000034311,ENSMUSG00000038943","upregulated"
"4","query_1","TRUE","2.01410585814687e-06","18","165","6","0.0363636363636364","0.333333333333333","GO:1903083","GO:BP","protein localization to condensed chromosome","27350","26183","GO:0034502","ISO IEA,ISS ISO IEA,ISO IEA,ISO IBA IEA,IBA,IMP IBA","ENSMUSG00000019942,ENSMUSG00000020897,ENSMUSG00000024056,ENSMUSG00000027326,ENSMUSG00000029414,ENSMUSG00000038379","upregulated"
"5","query_1","TRUE","2.01410585814687e-06","18","165","6","0.0363636363636364","0.333333333333333","GO:0034501","GO:BP","protein localization to kinetochore","27350","9947","c(""GO:0071459"", ""GO:1903083"")","ISO IEA,ISS ISO IEA,ISO IEA,ISO IBA IEA,IBA,IMP IBA","ENSMUSG00000019942,ENSMUSG00000020897,ENSMUSG00000024056,ENSMUSG00000027326,ENSMUSG00000029414,ENSMUSG00000038379","upregulated"
"6","query_1","TRUE","0.000114892133724117","17","165","5","0.0303030303030303","0.294117647058824","GO:0000212","GO:BP","meiotic spindle organization","27350","101","c(""GO:0007051"", ""GO:1903046"")","IMP IGI,IMP IEA,IDA IMP,IMP,IMP","ENSMUSG00000024056,ENSMUSG00000027496,ENSMUSG00000032218,ENSMUSG00000033952,ENSMUSG00000058290","upregulated"
"7","query_1","TRUE","0.000158306759826413","18","165","5","0.0303030303030303","0.277777777777778","GO:0051988","GO:BP","regulation of attachment of spindle microtubules to kinetochore","27350","16225","c(""GO:0008608"", ""GO:0010564"")","IC,ISO IC IEA,ISS ISO IEA,ISS ISO IBA IEA,ISO IEA","ENSMUSG00000017716,ENSMUSG00000020897,ENSMUSG00000023015,ENSMUSG00000027331,ENSMUSG00000041431","upregulated"
"8","query_1","TRUE","0.000213798804651236","19","165","5","0.0303030303030303","0.263157894736842","GO:0051315","GO:BP","attachment of mitotic spindle microtubules to kinetochore","27350","15736","c(""GO:0007080"", ""GO:0008608"", ""GO:1903047"")","IC,ISO IC IEA,ISS ISO IBA IEA,IBA,ISS ISO IEA","ENSMUSG00000017716,ENSMUSG00000020897,ENSMUSG00000024056,ENSMUSG00000026683,ENSMUSG00000028678","upregulated"
"9","query_1","TRUE","4.09891323483329e-05","23","94","6","0.0638297872340425","0.260869565217391","REAC:R-MMU-69273","REAC","Cyclin A/B1/B2 associated events during G2/M transition","8384","322","REAC:R-MMU-69275","REAC,REAC,REAC,REAC,REAC,REAC","ENSMUSG00000019942,ENSMUSG00000027715,ENSMUSG00000030867,ENSMUSG00000032218,ENSMUSG00000041431,ENSMUSG00000044201","upregulated"
"10","query_1","TRUE","4.86167590535674e-06","28","94","7","0.074468085106383","0.25","REAC:R-MMU-176408","REAC","Regulation of APC/C activators between G1/S and early anaphase","8384","1216","REAC:R-MMU-174143","REAC,REAC,REAC,REAC,REAC,REAC,REAC","ENSMUSG00000001403,ENSMUSG00000006398,ENSMUSG00000019942,ENSMUSG00000027715,ENSMUSG00000030867,ENSMUSG00000040084,ENSMUSG00000041431","upregulated"
