"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","evidence_codes","intersection","direction"
"1","query_1","TRUE","5.77501699768169e-05","412","28","8","0.285714285714286","0.0194174757281553","GO:0006869","GO:BP","lipid transport","21092","2811","c(""GO:0010876"", ""GO:0071702"")","IDA,ISS,IBA IEA,IBA TAS IEA,IEA,IEA,IMP TAS,IEA","5444,350,2168,10998,1950,6521,1066,8431","downregulated"
"2","query_1","TRUE","0.000134811874995112","460","28","8","0.285714285714286","0.0173913043478261","GO:0010876","GO:BP","lipid localization","21092","4993","GO:0033036","IDA,ISS,IBA IEA,IBA TAS IEA,IEA,IEA,IMP TAS,IEA","5444,350,2168,10998,1950,6521,1066,8431","downregulated"
"3","query_1","TRUE","0.00223475203952622","66","28","4","0.142857142857143","0.0606060606060606","GO:0031638","GO:BP","zymogen activation","21092","8395","GO:0016485","IDA,IBA,IBA,IBA","350,354,3816,3817","downregulated"
"4","query_1","TRUE","0.00247861856457138","925","28","9","0.321428571428571","0.00972972972972973","GO:0019752","GO:BP","carboxylic acid metabolic process","21092","6949","GO:0043436","IDA IMP NAS IEA,IDA,IBA TAS IEA,IEA,IDA IBA TAS IEA,IGI,IEA,IDA IMP IBA IEA,IDA IMP","635,5444,1565,2168,10998,1733,6521,189,1066","downregulated"
"5","query_1","TRUE","0.00311574469350888","951","28","9","0.321428571428571","0.00946372239747634","GO:0043436","GO:BP","oxoacid metabolic process","21092","12298","GO:0006082","IDA IMP NAS IEA,IDA,IBA TAS IEA,IEA,IDA IBA TAS IEA,IGI,IEA,IDA IMP IBA IEA,IDA IMP","635,5444,1565,2168,10998,1733,6521,189,1066","downregulated"
"6","query_1","TRUE","0.00330977740772727","958","28","9","0.321428571428571","0.00939457202505219","GO:0006082","GO:BP","organic acid metabolic process","21092","2112","c(""GO:0044237"", ""GO:0044281"", ""GO:0071704"")","IDA IMP NAS IEA,IDA,IBA TAS IEA,IEA,IDA IBA TAS IEA,IGI,IEA,IDA IMP IBA IEA,IDA IMP","635,5444,1565,2168,10998,1733,6521,189,1066","downregulated"
"7","query_1","TRUE","0.00974125639259757","368","28","6","0.214285714285714","0.016304347826087","GO:0015711","GO:BP","organic anion transport","21092","5380","c(""GO:0006820"", ""GO:0071702"")","TAS,TAS IEA,IDA IBA TAS IEA,IEA,IMP,IEA","10998,10864,6521,189,1066,8431","downregulated"
"8","query_1","TRUE","0.0208640210255366","37","28","3","0.107142857142857","0.0810810810810811","GO:0010874","GO:BP","regulation of cholesterol efflux","21092","4991","c(""GO:0032374"", ""GO:0033344"")","IDA,IEA,IMP","5444,1950,1066","downregulated"
"9","query_1","TRUE","0.0335639258345072","6","28","2","0.0714285714285714","0.333333333333333","GO:0002428","GO:BP","antigen processing and presentation of peptide antigen via MHC class Ib","21092","1072","c(""GO:0002475"", ""GO:0048002"")","IBA,IDA IBA","563,3133","downregulated"
"10","query_1","TRUE","0.0362548471074763","274","28","5","0.178571428571429","0.0182481751824818","GO:0015850","GO:BP","organic hydroxy compound transport","21092","5509","GO:0071702","IDA,TAS,IEA,IMP TAS,IEA","5444,10998,1950,1066,8431","downregulated"
"11","query_1","TRUE","0.0396631015514031","136","28","4","0.142857142857143","0.0294117647058824","GO:0008203","GO:BP","cholesterol metabolic process","21092","3540","c(""GO:0016125"", ""GO:1902652"")","IEA,IEA,IDA IMP TAS,TAS","5444,1565,1066,8431","downregulated"
"12","query_1","TRUE","0.000157665433501589","137","28","5","0.178571428571429","0.0364963503649635","GO:0072562","GO:CC","blood microparticle","21690","3146","c(""GO:0005615"", ""GO:0110165"")","HDA,HDA,HDA,HDA,HDA","5444,7448,462,6521,731","downregulated"
"13","query_1","TRUE","0.0349211599754286","124","25","4","0.16","0.032258064516129","REAC:R-HSA-381426","REAC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","10461","1870","REAC:R-HSA-392499","REAC,REAC,REAC,REAC","462,354,3816,3817","downregulated"
"14","query_1","TRUE","0.00970283206716539","34","22","3","0.136363636363636","0.0882352941176471","WP:WP1601","WP","Fluoropyrimidine activity","7827","616","WP:000000","WP,WP,WP","1807,10864,1066","downregulated"
"15","query_1","TRUE","0.0186042551598204","8","22","2","0.0909090909090909","0.25","WP:WP136","WP","Phase I biotransformations, non P450","7827","330","WP:000000","WP,WP","5444,1066","downregulated"
