"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","evidence_codes","intersection","direction"
"1","query_1","TRUE","0.000281106236119784","96","77","8","0.103896103896104","0.0833333333333333","KEGG:00830","KEGG","Retinol metabolism","8583","127","KEGG:00000","KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000040650,ENSMUSG00000040660,ENSMUSG00000056148,ENSMUSG00000060613,ENSMUSG00000074254,ENSMUSG00000089675,ENSMUSG00000090165,ENSMUSG00000090175","downregulated"
"2","query_1","TRUE","0.00190859404694219","124","77","8","0.103896103896104","0.0645161290322581","KEGG:05322","KEGG","Systemic lupus erythematosus","8583","466","KEGG:00000","KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000064288,ENSMUSG00000069268,ENSMUSG00000069303,ENSMUSG00000069308,ENSMUSG00000080152,ENSMUSG00000094338,ENSMUSG00000099517,ENSMUSG00000114279","downregulated"
"3","query_1","TRUE","0.0137843034030464","84","77","6","0.0779220779220779","0.0714285714285714","KEGG:00590","KEGG","Arachidonic acid metabolism","8583","92","KEGG:00000","KEGG,KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000028750,ENSMUSG00000029522,ENSMUSG00000040650,ENSMUSG00000040660,ENSMUSG00000046971,ENSMUSG00000060613","downregulated"
"4","query_1","TRUE","0.0190199456419266","89","77","6","0.0779220779220779","0.0674157303370786","KEGG:00140","KEGG","Steroid hormone biosynthesis","8583","17","KEGG:00000","KEGG,KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000040650,ENSMUSG00000040660,ENSMUSG00000060613,ENSMUSG00000089675,ENSMUSG00000090165,ENSMUSG00000090175","downregulated"
"5","query_1","TRUE","0.030313465927814","183","77","8","0.103896103896104","0.0437158469945355","KEGG:05034","KEGG","Alcoholism","8583","404","KEGG:00000","KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000064288,ENSMUSG00000069268,ENSMUSG00000069303,ENSMUSG00000069308,ENSMUSG00000080152,ENSMUSG00000094338,ENSMUSG00000099517,ENSMUSG00000114279","downregulated"
"6","query_1","TRUE","0.0326514325420049","185","77","8","0.103896103896104","0.0432432432432432","KEGG:04613","KEGG","Neutrophil extracellular trap formation","8583","306","KEGG:00000","KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000064288,ENSMUSG00000069268,ENSMUSG00000069303,ENSMUSG00000069308,ENSMUSG00000080152,ENSMUSG00000094338,ENSMUSG00000099517,ENSMUSG00000114279","downregulated"
"7","query_1","TRUE","0.00238810094692788","63","65","6","0.0923076923076923","0.0952380952380952","REAC:R-MMU-427413","REAC","NoRC negatively regulates rRNA expression","8710","928","REAC:R-MMU-5250941","REAC,REAC,REAC,REAC,REAC,REAC","ENSMUSG00000064288,ENSMUSG00000069268,ENSMUSG00000069303,ENSMUSG00000094338,ENSMUSG00000099517,ENSMUSG00000114279","downregulated"
"8","query_1","TRUE","0.0026198583615603","64","65","6","0.0923076923076923","0.09375","REAC:R-MMU-73728","REAC","RNA Polymerase I Promoter Opening","8710","1159","REAC:R-MMU-73854","REAC,REAC,REAC,REAC,REAC,REAC","ENSMUSG00000064288,ENSMUSG00000069268,ENSMUSG00000069303,ENSMUSG00000094338,ENSMUSG00000099517,ENSMUSG00000114279","downregulated"
"9","query_1","TRUE","0.00286954070481047","65","65","6","0.0923076923076923","0.0923076923076923","REAC:R-MMU-427359","REAC","SIRT1 negatively regulates rRNA expression","8710","1312","REAC:R-MMU-5250941","REAC,REAC,REAC,REAC,REAC,REAC","ENSMUSG00000064288,ENSMUSG00000069268,ENSMUSG00000069303,ENSMUSG00000094338,ENSMUSG00000099517,ENSMUSG00000114279","downregulated"
"10","query_1","TRUE","0.00313818388766082","66","65","6","0.0923076923076923","0.0909090909090909","REAC:R-MMU-5250941","REAC","Negative epigenetic regulation of rRNA expression","8710","899","REAC:R-MMU-212165","REAC,REAC,REAC,REAC,REAC,REAC","ENSMUSG00000064288,ENSMUSG00000069268,ENSMUSG00000069303,ENSMUSG00000094338,ENSMUSG00000099517,ENSMUSG00000114279","downregulated"
