"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","evidence_codes","intersection","direction"
"1","query_1","TRUE","0.000822895615880502","12","322","5","0.015527950310559","0.416666666666667","GO:1903977","GO:BP","positive regulation of glial cell migration","27350","26967","c(""GO:0008347"", ""GO:0030335"", ""GO:1903975"")","ISO IEA,IMP IGI ISS ISO IEA,ISO,ISS ISO,ISO IEA","ENSMUSG00000014599,ENSMUSG00000023992,ENSMUSG00000036353,ENSMUSG00000049103,ENSMUSG00000052336","upregulated"
"2","query_1","TRUE","0.00132430982192189","13","322","5","0.015527950310559","0.384615384615385","GO:0001660","GO:BP","fever generation","27350","483","c(""GO:0006953"", ""GO:0031649"")","IDA,IDA,ISO,ISO IEA,ISO","ENSMUSG00000022015,ENSMUSG00000024401,ENSMUSG00000026981,ENSMUSG00000044288,ENSMUSG00000079227","upregulated"
"3","query_1","TRUE","4.75413002901126e-07","22","322","8","0.0248447204968944","0.363636363636364","GO:0090026","GO:BP","positive regulation of monocyte chemotaxis","27350","21029","c(""GO:0002548"", ""GO:0002690"", ""GO:0071677"", ""GO:0090025"")","ISS ISO IEA,ISS ISO IEA,IDA ISO IEA,IEA,ISO IBA IEA,IMP ISO IEA,IMP,ISS ISO IBA IEA","ENSMUSG00000024397,ENSMUSG00000025804,ENSMUSG00000035385,ENSMUSG00000037411,ENSMUSG00000042306,ENSMUSG00000049103,ENSMUSG00000052336,ENSMUSG00000060188","upregulated"
"4","query_1","TRUE","7.66738060740993e-08","27","322","9","0.0279503105590062","0.333333333333333","GO:0002675","GO:BP","positive regulation of acute inflammatory response","27350","1314","c(""GO:0002526"", ""GO:0002673"", ""GO:0050729"")","IMP,IDA,IMP,IDA,IMP,ISO,IEA,ISO IEA,ISO","ENSMUSG00000015947,ENSMUSG00000022015,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000025473,ENSMUSG00000025746,ENSMUSG00000031264,ENSMUSG00000044288,ENSMUSG00000079227","upregulated"
"5","query_1","TRUE","0.00303076705133705","15","322","5","0.015527950310559","0.333333333333333","GO:0002863","GO:BP","positive regulation of inflammatory response to antigenic stimulus","27350","1495","c(""GO:0002437"", ""GO:0002861"", ""GO:0050729"", ""GO:0050778"")","IMP,IMP,IGI,IEA,ISO IEA","ENSMUSG00000015947,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000031264,ENSMUSG00000044288","upregulated"
"6","query_1","TRUE","0.0439287495931117","12","322","4","0.0124223602484472","0.333333333333333","GO:0010715","GO:BP","regulation of extracellular matrix disassembly","27350","4851","c(""GO:0022617"", ""GO:1903053"")","ISO IEA,ISO,ISS ISO IBA,IDA","ENSMUSG00000022780,ENSMUSG00000025746,ENSMUSG00000028583,ENSMUSG00000039239","upregulated"
"7","query_1","TRUE","0.0439287495931117","12","322","4","0.0124223602484472","0.333333333333333","GO:0031652","GO:BP","positive regulation of heat generation","27350","8409","c(""GO:0031649"", ""GO:0031650"", ""GO:0051240"")","IDA,IDA,ISO IEA,ISO","ENSMUSG00000022015,ENSMUSG00000024401,ENSMUSG00000044288,ENSMUSG00000079227","upregulated"
"8","query_1","TRUE","0.0439287495931117","12","322","4","0.0124223602484472","0.333333333333333","GO:0051798","GO:BP","positive regulation of hair follicle development","27350","16083","c(""GO:0001942"", ""GO:0051094"", ""GO:0051240"", ""GO:0051797"")","IMP,IMP,IMP,ISS ISO IEA","ENSMUSG00000002057,ENSMUSG00000024401,ENSMUSG00000035557,ENSMUSG00000039239","upregulated"
"9","query_1","TRUE","0.0125954855003274","13","321","4","0.0124610591900312","0.307692307692308","GO:0045028","GO:MF","G protein-coupled purinergic nucleotide receptor activity","25299","7120","c(""GO:0001614"", ""GO:0004930"")","IMP ISO IBA IEA,ISO IBA IEA,IBA,ISO IBA IEA","ENSMUSG00000036353,ENSMUSG00000036362,ENSMUSG00000040229,ENSMUSG00000048779","upregulated"
"10","query_1","TRUE","0.0125954855003274","13","321","4","0.0124610591900312","0.307692307692308","GO:0045236","GO:MF","CXCR chemokine receptor binding","25299","7153","GO:0042379","IBA,ISS ISO IBA,IBA,IBA","ENSMUSG00000029371,ENSMUSG00000029373,ENSMUSG00000029380,ENSMUSG00000058427","upregulated"
"11","query_1","TRUE","2.26906461876303e-07","30","322","9","0.0279503105590062","0.3","GO:1905523","GO:BP","positive regulation of macrophage migration","27350","28395","c(""GO:0002687"", ""GO:1905517"", ""GO:1905521"")","ISO IEA,IMP IGI ISS ISO IEA,ISO IEA,IDA ISO IEA,ISO,IMP,ISO,ISO IEA,IMP ISS ISO IBA IEA","ENSMUSG00000014599,ENSMUSG00000023992,ENSMUSG00000031750,ENSMUSG00000035385,ENSMUSG00000036353,ENSMUSG00000040552,ENSMUSG00000042265,ENSMUSG00000052336,ENSMUSG00000060188","upregulated"
"12","query_1","TRUE","0.00612544979407616","17","322","5","0.015527950310559","0.294117647058824","GO:0002864","GO:BP","regulation of acute inflammatory response to antigenic stimulus","27350","1496","c(""GO:0002438"", ""GO:0002673"", ""GO:0002861"")","IMP,IMP,ISO IEA,IEA,ISO IEA","ENSMUSG00000015947,ENSMUSG00000024164,ENSMUSG00000029819,ENSMUSG00000031264,ENSMUSG00000044288","upregulated"
"13","query_1","TRUE","0.000602604986053584","21","322","6","0.0186335403726708","0.285714285714286","GO:0051797","GO:BP","regulation of hair follicle development","27350","16082","c(""GO:0001942"", ""GO:0042634"", ""GO:2000026"")","IMP,IMP,IMP,ISS ISO IEA,ISO IEA,ISO IEA","ENSMUSG00000002057,ENSMUSG00000024401,ENSMUSG00000035557,ENSMUSG00000039239,ENSMUSG00000041324,ENSMUSG00000061048","upregulated"
"14","query_1","TRUE","5.93973485982508e-06","29","322","8","0.0248447204968944","0.275862068965517","GO:0090025","GO:BP","regulation of monocyte chemotaxis","27350","21028","c(""GO:0002548"", ""GO:0002688"", ""GO:0071675"")","ISS ISO IEA,ISS ISO IEA,IDA ISO IEA,IEA,ISO IBA IEA,IMP ISO IEA,IMP,ISS ISO IBA IEA","ENSMUSG00000024397,ENSMUSG00000025804,ENSMUSG00000035385,ENSMUSG00000037411,ENSMUSG00000042306,ENSMUSG00000049103,ENSMUSG00000052336,ENSMUSG00000060188","upregulated"
"15","query_1","TRUE","0.000820396394885566","22","322","6","0.0186335403726708","0.272727272727273","GO:0061760","GO:BP","antifungal innate immune response","27350","18338","c(""GO:0045087"", ""GO:0050832"")","IMP IBA,IMP IBA,IMP ISS ISO IBA IEA,IBA,IBA,IMP ISO IEA","ENSMUSG00000023349,ENSMUSG00000030142,ENSMUSG00000030144,ENSMUSG00000030148,ENSMUSG00000043832,ENSMUSG00000052336","upregulated"
"16","query_1","TRUE","2.12588407172691e-10","45","321","12","0.0373831775700935","0.266666666666667","GO:0008009","GO:MF","chemokine activity","25299","1922","c(""GO:0005125"", ""GO:0042379"")","IBA IEA,ISO IBA IEA,ISO IBA IEA,ISO IBA IEA,IBA IEA,ISO IBA IEA,IBA TAS IEA,IBA IEA,ISO IBA IEA,ISO IBA IEA,ISO IBA IEA,ISO","ENSMUSG00000009185,ENSMUSG00000019122,ENSMUSG00000026166,ENSMUSG00000029371,ENSMUSG00000029373,ENSMUSG00000029380,ENSMUSG00000031780,ENSMUSG00000035352,ENSMUSG00000035373,ENSMUSG00000035385,ENSMUSG00000058427,ENSMUSG00000060188","upregulated"
"17","query_1","TRUE","0.00145084303247519","24","322","6","0.0186335403726708","0.25","GO:0010759","GO:BP","positive regulation of macrophage chemotaxis","27350","4892","c(""GO:0002690"", ""GO:0010758"", ""GO:0048246"", ""GO:0071622"", ""GO:0071675"", ""GO:1905523"")","ISO IEA,ISO IEA,IDA ISO IEA,IMP,ISO,IMP ISS ISO IBA IEA","ENSMUSG00000014599,ENSMUSG00000031750,ENSMUSG00000035385,ENSMUSG00000040552,ENSMUSG00000042265,ENSMUSG00000060188","upregulated"
"18","query_1","TRUE","0.00145084303247519","24","322","6","0.0186335403726708","0.25","GO:0070498","GO:BP","interleukin-1-mediated signaling pathway","27350","18875","c(""GO:0019221"", ""GO:0071347"")","IMP,IDA IMP ISO IBA IEA,IPI,ISO IBA IEA,ISO IEA,IEA","ENSMUSG00000025746,ENSMUSG00000026072,ENSMUSG00000026073,ENSMUSG00000026981,ENSMUSG00000038418,ENSMUSG00000070942","upregulated"
"19","query_1","TRUE","0.0149081994868057","20","322","5","0.015527950310559","0.25","GO:0002693","GO:BP","positive regulation of cellular extravasation","27350","1332","c(""GO:0002687"", ""GO:0002691"", ""GO:0045123"")","IMP ISO IBA IEA,IMP,ISO IEA,ISO IEA,IMP","ENSMUSG00000025473,ENSMUSG00000026072,ENSMUSG00000032011,ENSMUSG00000035385,ENSMUSG00000049103","upregulated"
