"","pert","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","Tau","TauRefSize","NCSct","N_upset","N_downset","t_gn_sym","MOAss","PCIDss","MOA","Target","Disease.Area","Indication","Phase"
"1","amsacrine","HA1E","trt_cp","down",-0.78941624790418,9.18239717923722e-06,8.53279952207751e-05,-2.04963235227196,-99.6876394466756,2241,-1.62716765428169,55,15,"ALB","Topoisomerase inhibitor",2179,"topoisomerase inhibitor","KCNH2, TOP2A","hematologic malignancy","acute lymphoblastic leukemia (ALL)","Launched"
"2","amsacrine","HA1E","trt_cp","down",-0.78941624790418,9.18239717923722e-06,8.53279952207751e-05,-2.04963235227196,-99.6876394466756,2241,-1.62716765428169,55,15,"KCNH2","Topoisomerase inhibitor",2179,"topoisomerase inhibitor","KCNH2, TOP2A","hematologic malignancy","acute lymphoblastic leukemia (ALL)","Launched"
"3","amsacrine","HA1E","trt_cp","down",-0.78941624790418,9.18239717923722e-06,8.53279952207751e-05,-2.04963235227196,-99.6876394466756,2241,-1.62716765428169,55,15,"ORM1","Topoisomerase inhibitor",2179,"topoisomerase inhibitor","KCNH2, TOP2A","hematologic malignancy","acute lymphoblastic leukemia (ALL)","Launched"
"4","amsacrine","HA1E","trt_cp","down",-0.78941624790418,9.18239717923722e-06,8.53279952207751e-05,-2.04963235227196,-99.6876394466756,2241,-1.62716765428169,55,15,"TOP2A","Topoisomerase inhibitor",2179,"topoisomerase inhibitor","KCNH2, TOP2A","hematologic malignancy","acute lymphoblastic leukemia (ALL)","Launched"
"5","amsacrine","HA1E","trt_cp","down",-0.78941624790418,9.18239717923722e-06,8.53279952207751e-05,-2.04963235227196,-99.6876394466756,2241,-1.62716765428169,55,15,"TOP2B","Topoisomerase inhibitor",2179,"topoisomerase inhibitor","KCNH2, TOP2A","hematologic malignancy","acute lymphoblastic leukemia (ALL)","Launched"
"6","etoposide","HA1E","trt_cp","down",-0.787391159517656,9.26943411932477e-06,8.53279952207751e-05,-2.04437443329164,-99.5983935742972,2241,-1.84223150810595,55,15,"ABCB1","Topoisomerase inhibitor",73707602,"topoisomerase inhibitor","TOP2A, TOP2B","oncology","non-small cell lung cancer (NSCLC)","Launched"
"7","etoposide","HA1E","trt_cp","down",-0.787391159517656,9.26943411932477e-06,8.53279952207751e-05,-2.04437443329164,-99.5983935742972,2241,-1.84223150810595,55,15,"ABCC1","Topoisomerase inhibitor",73707602,"topoisomerase inhibitor","TOP2A, TOP2B","oncology","non-small cell lung cancer (NSCLC)","Launched"
"8","etoposide","HA1E","trt_cp","down",-0.787391159517656,9.26943411932477e-06,8.53279952207751e-05,-2.04437443329164,-99.5983935742972,2241,-1.84223150810595,55,15,"ABCC2","Topoisomerase inhibitor",73707602,"topoisomerase inhibitor","TOP2A, TOP2B","oncology","non-small cell lung cancer (NSCLC)","Launched"
"9","etoposide","HA1E","trt_cp","down",-0.787391159517656,9.26943411932477e-06,8.53279952207751e-05,-2.04437443329164,-99.5983935742972,2241,-1.84223150810595,55,15,"ABCC3","Topoisomerase inhibitor",73707602,"topoisomerase inhibitor","TOP2A, TOP2B","oncology","non-small cell lung cancer (NSCLC)","Launched"
"10","etoposide","HA1E","trt_cp","down",-0.787391159517656,9.26943411932477e-06,8.53279952207751e-05,-2.04437443329164,-99.5983935742972,2241,-1.84223150810595,55,15,"ABCG2","Topoisomerase inhibitor",73707602,"topoisomerase inhibitor","TOP2A, TOP2B","oncology","non-small cell lung cancer (NSCLC)","Launched"
"11","etoposide","HA1E","trt_cp","down",-0.787391159517656,9.26943411932477e-06,8.53279952207751e-05,-2.04437443329164,-99.5983935742972,2241,-1.84223150810595,55,15,"APAF1","Topoisomerase inhibitor",73707602,"topoisomerase inhibitor","TOP2A, TOP2B","oncology","non-small cell lung cancer (NSCLC)","Launched"
"12","etoposide","HA1E","trt_cp","down",-0.787391159517656,9.26943411932477e-06,8.53279952207751e-05,-2.04437443329164,-99.5983935742972,2241,-1.84223150810595,55,15,"BAX","Topoisomerase inhibitor",73707602,"topoisomerase inhibitor","TOP2A, TOP2B","oncology","non-small cell lung cancer (NSCLC)","Launched"
