"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000000001",4784.29978891736,0.0486731633843995,0.0792269369871837,0.453205265009763,0.799985037340165
"ENSMUSG00000000003",0,NA,NA,NA,NA
"ENSMUSG00000000028",99.1294225826104,0.100580302354276,0.168757290611783,0.116512693012825,0.445438227509621
"ENSMUSG00000000031",10.1790692885282,-0.00156954623138323,0.137650747573385,0.932265308907105,0.985070282997096
"ENSMUSG00000000037",23.4235900710704,0.0342240321686271,0.140375306728355,0.326265247043448,0.705814131696148
"ENSMUSG00000000049",274.462636421234,-0.336044468732329,0.236841651584763,0.0105568182517546,0.107451123784671
"ENSMUSG00000000056",2417.78239816554,0.36899183821621,0.0925048511854567,7.70945835012626e-06,0.000375863088470441
"ENSMUSG00000000058",1977.10769786318,-0.545332751497188,0.111923345930627,8.10064800498177e-08,7.7185878655303e-06
"ENSMUSG00000000078",2320.2744630898,0.1112979977284,0.128400090459197,0.166619382181085,0.527973162048146
"ENSMUSG00000000085",965.568341454371,0.104310023659654,0.0979557654506007,0.159304180957061,0.517099826474757
"ENSMUSG00000000088",9619.48652979115,-0.22868989967917,0.118849059505918,0.0104752191438691,0.106807960866457
"ENSMUSG00000000093",2837.55428053118,0.00571711646396633,0.0834818863820654,0.942528098930117,0.986765523292462
"ENSMUSG00000000094",1.00970726665714,-0.00380188837576446,0.138860771870074,0.631110835925158,NA
"ENSMUSG00000000103",0,NA,NA,NA,NA
"ENSMUSG00000000120",46.8966458167367,-0.0275265232573319,0.133016734250682,0.561278208488984,0.854016235961592
"ENSMUSG00000000125",0.164296292232194,-0.00257058841653268,0.139003396173667,0.785384572033105,NA
"ENSMUSG00000000126",88.7974294862894,0.0605820055543085,0.13479675862028,0.338927768292568,0.71802696795887
"ENSMUSG00000000127",369.917392495496,0.0523828309633602,0.115012924484887,0.455612695697952,0.801450064616972
"ENSMUSG00000000131",2216.18016181467,-0.0238951278697715,0.0825048677842617,0.719461388930973,0.922445893792305
"ENSMUSG00000000134",1212.07800391818,0.106590000508974,0.111365206899519,0.16989368974059,0.53276593287568
"ENSMUSG00000000142",82.8612765375957,0.0265103089642956,0.125321557242462,0.651650463662055,0.894908557558602
"ENSMUSG00000000148",660.712956850765,-0.0055677873643254,0.0924850236515916,0.934223009954737,0.985231350388662
"ENSMUSG00000000149",5548.20317165123,-0.118092548261592,0.0783853631207589,0.0723903039641675,0.348727716716395
