"","entrezgene_id","ensembl_gene_id","hgnc_symbol","description","Mouse.gene.stable.ID","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"1",5816,"ENSG00000100362","PVALB","parvalbumin [Source:HGNC Symbol;Acc:HGNC:9704]","ENSMUSG00000005716",435.342909007401,-7.39822039555536,1.20531325080217,8.48314342667108e-05,0.000167435361833363
"2",3242,"ENSG00000158104","HPD","4-hydroxyphenylpyruvate dioxygenase [Source:HGNC Symbol;Acc:HGNC:5147]","ENSMUSG00000029445",3455.55846897174,-5.69489426346536,0.503580618412922,6.10763943328448e-31,4.35314091620539e-30
"3",635,"ENSG00000145692","BHMT","betaine--homocysteine S-methyltransferase [Source:HGNC Symbol;Acc:HGNC:1047]","ENSMUSG00000074768",346.584285525973,-5.66464289315941,0.469487997928566,1.21731512010766e-34,1.00568280969262e-33
"4",1964,"ENSG00000173674","EIF1AX","eukaryotic translation initiation factor 1A X-linked [Source:HGNC Symbol;Acc:HGNC:3250]","ENSMUSG00000079034",14.9315466107746,-5.36923778377013,0.657239064767643,8.21117633520339e-17,3.28825749517743e-16
"5",4624,"ENSG00000197616","MYH6","myosin heavy chain 6 [Source:HGNC Symbol;Acc:HGNC:7576]","ENSMUSG00000040752",61.8275122436091,-5.32820004768592,0.325045444310329,3.07561565095597e-61,6.34812112350182e-60
"6",635,"ENSG00000145692","BHMT","betaine--homocysteine S-methyltransferase [Source:HGNC Symbol;Acc:HGNC:1047]","ENSMUSG00000069324",5.57457361707896,-5.04127487831887,0.8914971397434,5.37289427796992e-12,1.69989761042292e-11
"7",6554,"ENSG00000100652","SLC10A1","solute carrier family 10 member 1 [Source:HGNC Symbol;Acc:HGNC:10905]","ENSMUSG00000021135",311.831401972244,-4.95062749757812,0.615670639713253,4.36058472877909e-17,1.76647175121278e-16
"8",10004,"ENSG00000168060","NAALADL1","N-acetylated alpha-linked acidic dipeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:23536]","ENSMUSG00000054999",33.8585010712149,-4.86078013073525,0.35566330838582,5.19672142059996e-43,5.76215949326849e-42
"9",1773,"ENSG00000213918","DNASE1","deoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:2956]","ENSMUSG00000005980",20578.2226755286,-4.8447118192688,0.376975417123806,4.80753328936222e-39,4.62231751658764e-38
"10",496,"ENSG00000186009","ATP4B","ATPase H+/K+ transporting subunit beta [Source:HGNC Symbol;Acc:HGNC:820]","ENSMUSG00000031449",0.874355102678076,-4.68087097568345,2.6664033380319,0.00609834897673829,0.00989385513712048
"11",8519,"ENSG00000185885","IFITM1","interferon induced transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:5412]","ENSMUSG00000065968",80.8205119046336,-4.58185730402412,0.425252586707052,4.03801284946361e-28,2.59192458736536e-27
"12",10410,"ENSG00000142089","IFITM3","interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:5414]","ENSMUSG00000065968",80.8205119046336,-4.58185730402412,0.425252586707052,4.03801284946361e-28,2.59192458736536e-27
"13",10581,"ENSG00000185201","IFITM2","interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:5413]","ENSMUSG00000065968",80.8205119046336,-4.58185730402412,0.425252586707052,4.03801284946361e-28,2.59192458736536e-27
"14",1950,"ENSG00000138798","EGF","epidermal growth factor [Source:HGNC Symbol;Acc:HGNC:3229]","ENSMUSG00000028017",56466.909781848,-4.42034857924279,0.370429983319677,1.93774486813175e-33,1.53056315948638e-32
"15",1807,"ENSG00000147647","DPYS","dihydropyrimidinase [Source:HGNC Symbol;Acc:HGNC:3013]","ENSMUSG00000022304",372.247196488077,-4.35999594397906,0.366899303039913,1.06654839769471e-33,8.50166356516322e-33
"16",1496,"ENSG00000066032","CTNNA2","catenin alpha 2 [Source:HGNC Symbol;Acc:HGNC:2510]","ENSMUSG00000063063",52.548918594112,-4.29374939468265,0.268770090655098,2.60679754459423e-58,4.91698643973239e-57
"17",50624,"ENSG00000138161","CUZD1","CUB and zona pellucida like domains 1 [Source:HGNC Symbol;Acc:HGNC:17937]","ENSMUSG00000040205",13.3482750054865,-4.21915303364332,0.498269665077023,5.00805276012354e-18,2.12195484692362e-17
"18",2986,"ENSG00000101890","GUCY2F","guanylate cyclase 2F, retinal [Source:HGNC Symbol;Acc:HGNC:4691]","ENSMUSG00000042282",20.8441884837757,-4.2181201193095,0.3843488625584,5.12558087362799e-29,3.40996702718168e-28
